2.5511,1.7292,1.3796,1.1726,1.0333,0.89405,0.83833,0.78583,0.73333,0.5,0.44444,0.38889,0.33333,0.27778,0.22222,0.16667,0.11111,0.055556,0,0,0,0,0,0,0,0
3.0641,2.09,1.6623,1.4415,1.27,1.1634,1.0569,0.95954,0.91836,0.73533,0.59037,0.54545,0.50053,0.45561,0.4107,0.36578,0.32086,0.27594,0.23102,0.20896,0.20896,0.20896,0.20896,0.20896,0.20896,0.20896
4.7255,3.2483,2.6382,2.2792,2.0453,1.8528,1.7374,1.6219,1.5242,1.2643,1.1378,1.0315,0.93609,0.90856,0.88103,0.85349,0.82596,0.79843,0.7709,0.74337,0.71818,0.71818,0.71818,0.71818,0.71818,0.71818
