1.2102,1.0187,0.90908,0.80464,0.73886,0.69271,0.64657,0.60042,0.55427,0.42857,0.37363,0.31868,0.26374,0.20879,0.15385,0.098901,0.043956,0,0,0,0,0,0,0,0,0
1.287,1.1277,1.0145,0.93667,0.85882,0.8038,0.76848,0.73316,0.69784,0.5409,0.49738,0.45386,0.41034,0.36682,0.3233,0.27978,0.23626,0.19274,0.18469,0.18469,0.18469,0.18469,0.18469,0.18469,0.18469,0.18469
1.4159,1.3138,1.2403,1.1759,1.1276,1.0887,1.0497,1.0108,0.9765,0.89331,0.81012,0.76258,0.73798,0.71338,0.68878,0.66418,0.63958,0.61498,0.59038,0.58563,0.58563,0.58563,0.58563,0.58563,0.58563,0.58563
